Age,WorkClass,fnlwgt,Education,Education-Num,Marital-Status,Occupation,Relationship,Race,Sex,Capital-Gain,Capital-Loss,Hours-per-week,Native-Country,class
medium, Private,very-low, HS-grad,medium, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
low, Federal-gov,low, HS-grad,medium, Never-married, Other-service, Not-in-family, White, Male,very-low,very-low,low, United-States, <=50K.
very-low, Private,high, 5th-6th,very-low, Never-married, Machine-op-inspct, Other-relative, White, Male,very-low,very-low,low, Mexico, <=50K.
low, Private,medium, Assoc-voc,high, Separated, Craft-repair, Not-in-family, White, Male,very-low,very-low,low, United-States, <=50K.
very-low, Private,very-low, Bachelors,very-high, Never-married, Exec-managerial, Not-in-family, White, Female,very-low,very-low,medium, United-States, <=50K.
low, Private,low, Bachelors,very-high, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,very-low,very-low,low, Philippines, <=50K.
very-low, Private,very-low, HS-grad,medium, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,very-low,very-low,low, Philippines, <=50K.
low, Private,medium, HS-grad,medium, Never-married, Craft-repair, Unmarried, White, Male,very-low,very-low,low, United-States, <=50K.
medium, Self-emp-inc,medium, HS-grad,medium, Married-civ-spouse, Sales, Husband, White, Male,very-low,very-low,low, United-States, >50K.
high, Local-gov,very-low, 9th,low, Married-civ-spouse, Transport-moving, Husband, White, Male,low,very-low,low, United-States, >50K.
low, Private,medium, Some-college,medium, Married-civ-spouse, Craft-repair, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
medium, Private,medium, Bachelors,very-high, Married-civ-spouse, Prof-specialty, Husband, White, Male,medium,very-low,low, United-States, >50K.
high, Local-gov,low, HS-grad,medium, Married-civ-spouse, Exec-managerial, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
very-low, Private,medium, 9th,low, Separated, Prof-specialty, Not-in-family, White, Female,very-low,very-low,low, United-States, <=50K.
very-high, Private,low, Some-college,medium, Married-civ-spouse, Prof-specialty, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
very-low, Private,very-low, 12th,medium, Never-married, Priv-house-serv, Own-child, White, Male,very-low,very-low,low, United-States, <=50K.
low, Private,medium, Prof-school,very-high, Married-civ-spouse, Prof-specialty, Husband, White, Male,very-low,very-low,medium, United-States, <=50K.
high, Private,very-low, Masters,very-high, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,very-low,very-low,medium, Thailand, <=50K.
low, Private,medium, HS-grad,medium, Married-civ-spouse, Tech-support, Husband, White, Male,very-low,very-low,low, United-States, >50K.
very-high, Self-emp-not-inc,low, HS-grad,medium, Married-civ-spouse, Other-service, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
low, Private,low, Assoc-voc,high, Divorced, Tech-support, Unmarried, White, Female,very-low,very-low,high, United-States, <=50K.
medium, Private,low, Some-college,medium, Married-civ-spouse, Tech-support, Husband, White, Male,low,very-low,low, United-States, <=50K.
medium, Private,medium, HS-grad,medium, Never-married, Other-service, Unmarried, Black, Female,very-low,very-low,very-low, Haiti, <=50K.
very-low, Private,high, Some-college,medium, Never-married, Sales, Not-in-family, White, Female,very-low,very-low,low, United-States, <=50K.
low, Private,very-low, HS-grad,medium, Married-civ-spouse, Transport-moving, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
very-low, Local-gov,medium, HS-grad,medium, Never-married, Other-service, Own-child, White, Female,very-low,very-low,low, United-States, <=50K.
high, Self-emp-not-inc,very-low, HS-grad,medium, Married-civ-spouse, Craft-repair, Husband, White, Male,very-low,medium,high, United-States, <=50K.
very-low, Private,medium, Some-college,medium, Never-married, Other-service, Own-child, White, Female,very-low,very-low,very-low, United-States, <=50K.
high, Self-emp-not-inc,low, Some-college,medium, Married-civ-spouse, Transport-moving, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
very-low, Federal-gov,very-low, Some-college,medium, Never-married, Adm-clerical, Own-child, White, Female,very-low,very-low,very-low, United-States, <=50K.
low, Private,very-low, HS-grad,medium, Married-civ-spouse, Prof-specialty, Wife, White, Female,very-low,very-low,medium, United-States, <=50K.
low, Private,low, HS-grad,medium, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
very-low, Private,very-low, HS-grad,medium, Married-civ-spouse, Sales, Own-child, White, Female,very-low,very-low,low, United-States, <=50K.
medium, Private,low, HS-grad,medium, Married-civ-spouse, Transport-moving, Husband, White, Male,very-low,very-low,high, United-States, >50K.
medium, State-gov,low, HS-grad,medium, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
very-low, Private,very-low, Some-college,medium, Never-married, Sales, Own-child, White, Male,very-low,very-low,very-low, United-States, <=50K.
low, Private,low, Assoc-voc,high, Never-married, Craft-repair, Not-in-family, White, Male,very-low,very-low,medium, United-States, <=50K.
very-low, Private,medium, Bachelors,very-high, Married-civ-spouse, Prof-specialty, Husband, White, Male,very-low,very-low,low, United-States, >50K.
medium, Federal-gov,low, Bachelors,very-high, Never-married, Prof-specialty, Not-in-family, White, Male,very-low,very-low,low, United-States, <=50K.
very-low, Private,low, Bachelors,very-high, Never-married, Tech-support, Own-child, White, Male,very-low,very-low,medium, United-States, <=50K.
very-low, Private,medium, Some-college,medium, Never-married, Machine-op-inspct, Other-relative, White, Male,very-low,very-low,low, United-States, <=50K.
high, Federal-gov,very-low, Some-college,medium, Divorced, Tech-support, Not-in-family, Black, Male,low,very-low,low, United-States, <=50K.
low, Private,medium, HS-grad,medium, Never-married, Other-service, Not-in-family, Black, Female,very-low,very-low,low, United-States, <=50K.
low, State-gov,medium, HS-grad,medium, Never-married, Other-service, Not-in-family, White, Male,very-low,very-low,low, United-States, <=50K.
very-high, Self-emp-not-inc,medium, Prof-school,very-high, Never-married, Prof-specialty, Not-in-family, White, Male,very-low,low,very-low, United-States, <=50K.
medium, Private,very-low, Some-college,medium, Married-civ-spouse, Exec-managerial, Wife, White, Female,very-low,very-low,medium, United-States, <=50K.
very-low, Local-gov,low, Masters,very-high, Never-married, Prof-specialty, Not-in-family, White, Male,very-low,very-low,low, United-States, <=50K.
very-low, Private,very-low, Some-college,medium, Never-married, Prof-specialty, Not-in-family, White, Female,very-low,very-low,low, United-States, <=50K.
very-low, Private,low, Bachelors,very-high, Never-married, Adm-clerical, Own-child, White, Female,very-low,very-low,low, United-States, <=50K.
very-low, Private,very-low, Masters,very-high, Never-married, Exec-managerial, Not-in-family, White, Female,very-low,very-low,low, United-States, <=50K.
very-low, Private,medium, Some-college,medium, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,low,very-low,low, United-States, >50K.
high, Private,low, HS-grad,medium, Married-civ-spouse, Prof-specialty, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
very-low, Private,high, 10th,low, Married-civ-spouse, Craft-repair, Husband, White, Male,very-low,very-low,very-low, United-States, <=50K.
very-low, Private,very-low, Some-college,medium, Never-married, Prof-specialty, Own-child, White, Female,very-low,very-low,low, United-States, <=50K.
low, Private,low, 11th,low, Married-civ-spouse, Sales, Wife, White, Female,very-low,very-low,very-low, United-States, <=50K.
very-low, Private,low, HS-grad,medium, Married-civ-spouse, Exec-managerial, Husband, White, Male,very-low,very-low,very-high, United-States, <=50K.
high, Private,very-low, 10th,low, Married-civ-spouse, Transport-moving, Husband, White, Male,very-low,very-low,low, United-States, >50K.
high, Private,very-low, Some-college,medium, Married-civ-spouse, Exec-managerial, Wife, White, Female,very-low,very-low,low, United-States, >50K.
medium, State-gov,low, Masters,very-high, Never-married, Exec-managerial, Not-in-family, White, Male,very-low,very-low,low, United-States, <=50K.
high, Private,medium, HS-grad,medium, Married-civ-spouse, Prof-specialty, Husband, White, Male,very-low,very-low,low, United-States, >50K.
very-low, Private,very-low, HS-grad,medium, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,very-low,very-low,low, United-States, <=50K.
medium, Private,medium, HS-grad,medium, Divorced, Other-service, Not-in-family, Black, Male,very-low,very-low,medium, United-States, <=50K.
very-low, Private,medium, 11th,low, Never-married, Handlers-cleaners, Own-child, White, Male,very-low,very-low,very-low, United-States, <=50K.
high, Self-emp-inc,low, Bachelors,very-high, Married-civ-spouse, Craft-repair, Husband, White, Male,medium,very-low,medium, United-States, >50K.
very-low, Private,high, Some-college,medium, Never-married, Protective-serv, Not-in-family, Black, Male,very-low,very-low,high, United-States, <=50K.
low, Federal-gov,high, HS-grad,medium, Married-civ-spouse, Craft-repair, Husband, White, Male,very-low,very-low,low, United-States, >50K.
low, Private,low, HS-grad,medium, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,very-low,very-low,low, United-States, >50K.
very-low, Private,low, HS-grad,medium, Never-married, Handlers-cleaners, Not-in-family, White, Female,very-low,very-low,very-low, United-States, <=50K.
low, Private,medium, Some-college,medium, Divorced, Tech-support, Unmarried, White, Female,very-low,very-low,low, United-States, <=50K.
low, Private,medium, Bachelors,very-high, Married-civ-spouse, Sales, Husband, Black, Male,very-low,very-low,medium, United-States, <=50K.
low, Private,low, Some-college,medium, Never-married, Machine-op-inspct, Not-in-family, White, Female,very-low,very-low,medium, United-States, <=50K.
very-low, Private,low, HS-grad,medium, Never-married, Machine-op-inspct, Own-child, Black, Male,very-low,very-low,low, United-States, <=50K.
medium, Private,low, Some-college,medium, Married-civ-spouse, Protective-serv, Husband, White, Male,very-low,very-low,low, United-States, >50K.
high, Federal-gov,high, Some-college,medium, Married-civ-spouse, Transport-moving, Husband, Black, Male,very-low,very-low,low, United-States, <=50K.
low, Private,medium, HS-grad,medium, Never-married, Exec-managerial, Not-in-family, Black, Male,very-low,very-low,low, United-States, <=50K.
medium, Private,low, HS-grad,medium, Married-civ-spouse, Exec-managerial, Husband, White, Male,very-low,very-low,medium, United-States, >50K.
high, Private,low, 10th,low, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
very-low, Private,low, Some-college,medium, Married-civ-spouse, Sales, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
medium, Private,low, 10th,low, Divorced, Adm-clerical, Unmarried, White, Female,very-low,very-low,low, United-States, <=50K.
very-low, Private,medium, Some-college,medium, Married-civ-spouse, Other-service, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
very-low, Private,medium, HS-grad,medium, Never-married, Machine-op-inspct, Unmarried, White, Male,very-low,low,low, United-States, <=50K.
low, Private,medium, 9th,low, Married-civ-spouse, Other-service, Husband, White, Male,very-low,very-low,low, El-Salvador, >50K.
very-low, Private,medium, HS-grad,medium, Never-married, Sales, Own-child, White, Male,very-low,very-low,low, United-States, <=50K.
low, Self-emp-not-inc,low, Assoc-voc,high, Never-married, Farming-fishing, Not-in-family, White, Male,high,very-low,high, United-States, >50K.
low, Private,medium, HS-grad,medium, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Male,very-low,medium,medium, United-States, <=50K.
low, Private,high, Some-college,medium, Married-civ-spouse, Craft-repair, Husband, White, Male,very-low,very-low,low, United-States, >50K.
low, Private,low, 11th,low, Never-married, Handlers-cleaners, Other-relative, White, Male,very-low,medium,low, Puerto-Rico, <=50K.
low, Local-gov,very-low, Some-college,medium, Divorced, Adm-clerical, Unmarried, White, Female,very-low,very-low,low, United-States, <=50K.
very-low, Private,very-low, HS-grad,medium, Divorced, Exec-managerial, Own-child, White, Female,very-low,very-low,low, United-States, <=50K.
very-low, Private,very-low, Some-college,medium, Never-married, Handlers-cleaners, Own-child, White, Male,very-low,very-low,very-low, United-States, <=50K.
low, Local-gov,medium, Bachelors,very-high, Never-married, Prof-specialty, Unmarried, Black, Male,very-low,very-low,low, United-States, <=50K.
low, Private,low, HS-grad,medium, Married-civ-spouse, Adm-clerical, Own-child, White, Female,very-low,very-low,low, United-States, <=50K.
very-low, Private,medium, Bachelors,very-high, Never-married, Adm-clerical, Own-child, White, Male,very-low,very-low,low, United-States, <=50K.
medium, Self-emp-inc,low, Bachelors,very-high, Married-civ-spouse, Exec-managerial, Husband, White, Male,very-low,very-low,high, United-States, >50K.
medium, Self-emp-not-inc,low, HS-grad,medium, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,low,very-low,very-high, Vietnam, <=50K.
high, Local-gov,very-low, Assoc-acdm,high, Married-civ-spouse, Tech-support, Husband, White, Male,very-low,very-low,medium, United-States, >50K.
